Study_Hours,Attendance,Previous_Score,Sleep_Hours,Assignments_Completed,Exam_Score
4.0581311290499436,71.14490710817309,77.08920959462286,7.595795722038332,75.37798678544755,77.33984864447307
9.531785910894204,68.75091265778386,85.76769780339606,7.082247131291829,42.067045347361635,88.4159713292805
7.453942447208348,41.53852394838614,47.53275291547493,5.729107155757177,91.06761943483704,67.97251464062575
6.187255599871848,60.474869657569386,73.74118697248991,4.038786146738263,72.91813673484691,72.5248286507734
1.982177084203147,62.811737127151424,70.0222188200624,6.977435331404884,41.0042718489868,52.798058789279445
1.981947943193925,63.92936685381403,88.29812637517898,5.713755931373458,97.36366402368448,67.6477378983775
1.0517943155978948,74.81034215363994,93.42609423368825,8.40764980426321,66.28558243347244,72.9361891761086
8.728673384861883,72.0161528036127,30.850974003417075,4.143677591622901,35.10289163101585,63.843891296109135
6.210592611560483,76.47430556760668,77.18139433411548,7.508966867834745,73.8783033090547,84.68117522436187
7.226689489062432,85.8929956925277,33.62850593838103,9.648845425036392,47.723923490896716,71.50883440180809
0.6955526958101232,88.7791443229656,68.42010655541492,5.046455602668997,86.25854163141116,60.72585638889735
9.714143595538946,83.08738457358967,50.13429103305747,6.829896944503572,87.24754514963334,82.37268874088204
8.408205087604006,97.33142175729608,51.474361966549885,4.548531950902829,98.52631490982633,84.2539393020802
2.5172215514436234,41.0939549605817,54.70709524166496,7.754091473568115,65.13086717171527,45.600300065232666
2.2273371884674558,51.74667914101276,73.4904714334727,7.303190083577354,61.8469815809416,65.08549988253031
2.2423428436076214,40.45377249868853,53.38349759681385,6.444193145276994,82.74329238125364,53.223324254539946
3.3903013081156086,78.84848284927618,81.28893354131964,7.128262128842447,39.27294594393486,73.85627080938897
5.48518610050626,93.88183293699922,58.31691699017088,9.379447950814061,68.2840859655187,73.16866392657718
4.603477677100099,54.608937794577955,34.7847240216971,5.177765813866403,68.23733200915956,56.73726202357008
3.2666768318813983,95.6220726877784,84.8631889738875,4.135387070232083,36.263118596727104,78.589122843372
6.312602499862605,43.61604341737365,50.00308272148942,9.169989308194605,59.25888598548395,59.66131786677325
1.8251916761943974,96.06616160833086,60.29368157194838,7.462702494327439,89.72993589970415,71.13940416785107
3.2753741610845726,61.09736123437806,77.9810718255331,9.343950732771054,89.93075353962621,72.5328089223729
3.980437511290071,46.08524970695299,53.271931000409836,7.581671340479035,36.94663654437767,49.48976699181153
4.832664850061842,69.15230555117954,33.960995930270094,8.860966539758214,36.350461792348156,58.37409338397054
7.9591716332336295,55.40659406323048,56.174473290896955,6.578040180130888,48.38868339013547,72.27572086878163
2.3969009305044175,57.092374117715366,96.11140078860124,8.499159587729613,91.23362437877955,72.74660145212916
5.385227164929311,58.43739789557719,74.92140781089907,9.478248801339136,39.02318095514492,74.6463037792191
6.127938404189403,88.1815538699598,77.00354040670449,7.432737782333238,80.39977618392123,79.46086352644093
0.9412789208399783,72.34967660051527,74.25975075463478,5.084710903374277,37.081593372917226,51.95240234554634
6.271676093063665,58.67846194936022,43.92944972716057,5.612785690181189,73.61964976234778,63.71688701946643
2.1199791750292696,76.6200269986551,59.28337048715961,5.191867461384435,54.92471093834014,58.12311255315951
1.1179901333601554,82.96904045339161,82.56578588543228,5.481142165574397,85.22397740761069,66.55255456254504
9.514412603906665,56.35744004401202,37.09610282872114,5.8384926961062185,46.35833141777545,69.44650958693033
9.673504314208314,64.8129460915211,49.449694326279854,7.330802720519131,74.74412805729719,80.4239235097458
8.17977480710638,47.313165600216855,49.34233759260975,7.527949776782997,46.49777742031195,69.31953425880924
3.3938308071470216,50.86896097208082,60.241324931615424,6.558998483451167,79.95621981785077,59.76753194606313
1.4278850830606467,80.86707123789897,98.62581186595295,7.692524678925013,91.15746241925241,79.45861818491053
